name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
Alamo;2004;Tous publics;137;['Drama', 'History', 'War'];6.0;47;Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.;['John Lee Hancock'];['Dennis Quaid', 'Billy Bob Thornton', 'Emilio Echevarría', 'Jason Patric']
Marie Madeleine;2018;Tous publics;120;['Biography', 'Drama', 'History'];5.9;48;Twelve men heard and spread the message of Jesus. Only one woman understood it.;['Garth Davis'];['Rooney Mara', 'Joaquin Phoenix', 'Chiwetel Ejiofor', 'Tahar Rahim']
Dragon Blade;2015;Tous publics;127;['Action', 'Drama', 'Fantasy'];5.9;41;When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.;['Daniel Lee'];['Jackie Chan', 'John Cusack', 'Adrien Brody', 'Si Won Choi']
Week-end royal;2012;Tous Public;94;['Biography', 'Comedy', 'Drama'];5.9;55;"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York.";['Roger Michell'];['Bill Murray', 'Laura Linney', 'Olivia Williams', 'Samuel West']
L'Escadron Red Tails;2012;Tous Public;125;['Action', 'Drama', 'History'];5.9;46;A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.;['Anthony Hemingway'];['Cuba Gooding Jr.', 'Gerald McRaney', 'David Oyelowo', 'Andre Royo']
Son of God;2014;PG-13;138;['Biography', 'Drama', 'History'];5.7;37;The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.;['Christopher Spencer'];['Diogo Morgado', 'Amber Rose Revah', 'Greg Hicks', 'Adrian Schiller']
The Lady of Heaven;2021;R;141;['Action', 'Drama', 'History'];5.7;41;Two stories separated by 1400 years. After losing his mother in the midst of a war-torn country, an Iraqi child, learns the importance and power of patience by discovering the historical story of Lady Fatima and her suffering.;['Eli King'];['Denise Black', 'Gabriel Cartade', 'Ray Fearon', 'Mark Anthony Brighton']
Chapitre 27;2007;R;84;['Biography', 'Crime', 'Drama'];5.6;32;A film about Mark David Chapman in the days leading up to the infamous murder of Beatle John Lennon.;['J.P. Schaefer'];['Chuck Cooper', 'Victor Verhaeghe', 'Robert Gerard Larkin', 'Lindsay Lohan']
Alexandre;2004;Tous publics avec avertissement;175;['Action', 'Biography', 'Drama'];5.6;39;Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.;['Oliver Stone'];['Colin Farrell', 'Anthony Hopkins', 'Rosario Dawson', 'Angelina Jolie']
Gentlemen cambrioleurs;2018;Tous publics;108;['Biography', 'Crime', 'Drama'];5.5;48;A true crime movie about a crew of retired crooks who pull off a major heist in London's jewelry district. What starts off as their last criminal hurrah, quickly turns into a brutal nightmare due to greed.;['James Marsh'];['Michael Caine', 'Francesca Annis', 'Olivia Le Andersen', 'Jim Broadbent']
Northmen: Les Derniers Vikings;2014;R;97;['Action', 'Drama', 'History'];5.4;50;A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.;['Claudio Fäh'];['Tom Hopper', 'Ryan Kwanten', 'Ken Duken', 'Charlie Murphy']
La derniere legion;2007;Tous publics;101;['Action', 'Adventure', 'History'];5.4;37;As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.;['Doug Lefler'];['Colin Firth', 'Ben Kingsley', 'Aishwarya Rai Bachchan', 'Peter Mullan']
Caligula;1979;18;156;['Drama', 'History'];5.3;0;A dramatization of the ascent to Caesar and subsequent reign of Caligula, one of the most notorious leaders of ancient Rome. We see his ambition, his scheming, his perversion and decadence, his brutality and his lunacy.;['Tinto Brass'];['Malcolm McDowell', 'Peter OToole', 'Helen Mirren', 'Teresa Ann Savoy']
10 000;2008;Tous publics;109;['Action', 'Adventure', 'Drama'];5.1;34;In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.;['Roland Emmerich'];['Camilla Belle', 'Steven Strait', 'Marco Khan', 'Cliff Curtis']
Shining;1980;12;146;['Drama', 'Horror'];8.4;66;A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.;['Stanley Kubrick'];['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers']
L'Exorciste;1973;18;122;['Horror'];8.1;81;When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.;['William Friedkin'];['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb']
Faust;1926;Pas disponible;107;['Drama', 'Fantasy', 'Horror'];8.1;0;The demon Mephisto wagers with God that he can corrupt a mortal man's soul.;['F.W. Murnau'];['Gösta Ekman', 'Emil Jannings', 'Camilla Horn', 'Frida Richard']
Rosemary's Baby;1968;12;137;['Drama', 'Horror'];8.0;96;A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.;['Roman Polanski'];['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer']
Shaun of the Dead;2004;12;99;['Comedy', 'Horror'];7.9;76;The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.;['Edgar Wright'];['Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis']
Nosferatu le vampire;1922;Tous Publics;94;['Fantasy', 'Horror'];7.9;0;Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.;['F.W. Murnau'];['Max Schreck', 'Alexander Granach', 'Gustav von Wangenheim', 'Greta Schröder']
Berserk: L'Age d'or - Partie 3: L'Avent;2013;Pas disponible;110;['Animation', 'Action', 'Adventure'];7.8;0;A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.;['Toshiyuki Kubooka'];['Marc Diraison', 'Hiroaki Iwanaga', 'Carrie Keranen', 'Takahiro Sakurai']
Les Innocents;1961;12;100;['Horror'];7.8;88;A young governess for two children becomes convinced that the house and grounds are haunted.;['Jack Clayton'];['Deborah Kerr', 'Peter Wyngarde', 'Megs Jenkins', 'Michael Redgrave']
Freaks - La monstrueuse parade;1932;Tous publics;64;['Drama', 'Horror'];7.8;80;A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.;['Tod Browning'];['Wallace Ford', 'Leila Hyams', 'Olga Baclanova', 'Roscoe Ates']
Berserk: L'Age d'or - Partie 2: La bataille pour Doldrey;2012;Pas disponible;95;['Animation', 'Action', 'Adventure'];7.7;0;For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.;['Toshiyuki Kubooka'];['Carrie Keranen', 'Orion Acaba', 'Chris Jai Alex', 'G.K. Bowes']
Evil Dead 2;1987;13;84;['Comedy', 'Horror'];7.7;72;The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.;['Sam Raimi'];['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie Wesley DePaiva']
Vampires en toute intimite;2014;Tous publics;86;['Comedy', 'Horror'];7.6;76;Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.;[' Jemaine Clement', 'Taika Waititi'];['Jemaine Clement', 'Taika Waititi', 'Cori Gonzalez-Macuer', 'Jonny Brugh']
Bienvenue a Zombieland;2009;Tous publics;88;['Action', 'Comedy', 'Horror'];7.6;73;A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.;['Ruben Fleischer'];['Jesse Eisenberg', 'Emma Stone', 'Woody Harrelson', 'Abigail Breslin']
American Psycho;2000;16;102;['Crime', 'Drama', 'Horror'];7.6;64;A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.;['Mary Harron'];['Christian Bale', 'Justin Theroux', 'Josh Lucas', 'Bill Sage']
Au coeur de la nuit;1945;Tous Public;103;['Drama', 'Horror'];7.6;0;The guests invited to weekend in the country share their supernatural stories, beginning with Walter Craig , who senses impending doom as his half-remembered recurring dream turns into reality.;[' Alberto Cavalcanti', 'Charles Crichton', 'Basil Dearden', 'Robert Hamer'];['Mervyn Johns', 'Michael Redgrave', 'Roland Culver', 'Mary Merrall']
Berserk: L'Age d'or - Partie 1: L'OEuf du roi conquerant;2012;Pas disponible;76;['Animation', 'Action', 'Adventure'];7.5;0;A lone sellsword named Guts gets recruited into a mercenary band and attempts to help the Band's leader, Griffith, on his rise to power.;['Toshiyuki Kubooka'];['Hiroaki Iwanaga', 'Carrie Keranen', 'Takahiro Sakurai', 'Kevin T. Collins']
Tucker & Dale fightent le mal;2010;12;89;['Comedy', 'Horror'];7.5;65;Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.;['Eli Craig'];['Tyler Labine', 'Alan Tudyk', 'Katrina Bowden', 'Jesse Moss']
Grindhouse;2007;12;191;['Action', 'Horror', 'Thriller'];7.5;77;Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.;[' Robert Rodriguez', 'Eli Roth', 'Quentin Tarantino', 'Edgar Wright', 'Rob Zombie'];['Kurt Russell', 'Rose McGowan', 'Danny Trejo', 'Zoë Bell']
Entretien avec un vampire;1994;12;123;['Drama', 'Fantasy', 'Horror'];7.5;59;A vampire tells his epic life story: love, betrayal, loneliness, and hunger.;['Neil Jordan'];['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']
Le Loup-garou de Londres;1981;13;97;['Comedy', 'Horror'];7.5;55;Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.;['John Landis'];['David Naughton', 'Jenny Agutter', 'Joe Belcher', 'Griffin Dunne']
L'armee des tenebres - Evil Dead III;1992;12;81;['Comedy', 'Horror'];7.4;59;A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.;['Sam Raimi'];['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie']
Les Griffes de la nuit;1984;12;91;['Horror'];7.4;76;Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in real life.;['Wes Craven'];['Heather Langenkamp', 'Johnny Depp', 'Robert Englund', 'John Saxon']
Evil Dead;1981;12;85;['Horror'];7.4;71;Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.;['Sam Raimi'];['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker']
Nosferatu, fantome de la nuit;1979;Tous publics;107;['Drama', 'Horror'];7.4;79;Count Dracula moves from Transylvania to Wismar, spreading the Black Plague across the land. Only a woman pure of heart can bring an end to his reign of horror.;['Werner Herzog'];['Klaus Kinski', 'Isabelle Adjani', 'Bruno Ganz', 'Roland Topor']
Massacre a la tronconneuse;1974;(Banned);83;['Horror'];7.4;78;Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.;['Tobe Hooper'];['Marilyn Burns', 'Edwin Neal', 'Allen Danziger', 'Paul A. Partain']
La maison du diable;1963;Tous publics;112;['Horror'];7.4;74;Hill House has stood for about 90 years and appears haunted: its inhabitants have always met strange, tragic ends. Now Dr. John Markway has assembled a team of people who he thinks will prove whether or not the house is haunted.;['Robert Wise'];['Julie Harris', 'Claire Bloom', 'Richard Johnson', 'Russ Tamblyn']
Dracula;1931;Tous Public;75;['Drama', 'Fantasy', 'Horror'];7.4;71;Transylvanian vampire Count Dracula bends a naive real estate agent to his will, then takes up residence at a London estate where he sleeps in his coffin by day and searches for potential victims by night.;[' Tod Browning', 'Karl Freund'];['Bela Lugosi', 'Helen Chandler', 'David Manners', 'Dwight Frye']
Ca;2017;12;135;['Horror'];7.3;69;In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.;['Andy Muschietti'];['Bill Skarsgård', 'Jaeden Martell', 'Finn Wolfhard', 'Sophia Lillis']
L'armee des morts;2004;16;101;['Action', 'Horror'];7.3;59;A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.;['Zack Snyder'];['Sarah Polley', 'Ving Rhames', 'Mekhi Phifer', 'Jake Weber']
Gremlins;1984;Tous publics;106;['Comedy', 'Fantasy', 'Horror'];7.3;70;A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.;['Joe Dante'];['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie']
Poltergeist;1982;16;114;['Horror', 'Thriller'];7.3;79;A family's home is haunted by a host of demonic ghosts.;['Tobe Hooper'];['JoBeth Williams', 'Heather ORourke', 'Craig T. Nelson', 'Beatrice Straight']
Possession;1981;16;124;['Drama', 'Horror'];7.3;75;A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.;['Andrzej Zulawski'];['Isabelle Adjani', 'Sam Neill', 'Margit Carstensen', 'Heinz Bennent']
Suspiria;1977;16;99;['Horror'];7.3;79;An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.;['Dario Argento'];['Jessica Harper', 'Stefania Casini', 'Flavio Bucci', 'Miguel Bosé']
Eraserhead;1977;16;89;['Fantasy', 'Horror'];7.3;87;Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.;['David Lynch'];['Jack Nance', 'Charlotte Stewart', 'Allen Joseph', 'Jeanne Bates']
American Crime;2007;12;98;['Biography', 'Crime', 'Drama'];7.2;0;The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.;"['""Tommy OHaver""']";['Elliot Page', 'Hayley McFarland', 'Nick Searcy', 'Romy Rosemont']
Une nuit en enfer;1996;16;108;['Action', 'Crime', 'Horror'];7.2;48;Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.;['Robert Rodriguez'];['Harvey Keitel', 'George Clooney', 'Juliette Lewis', 'Quentin Tarantino']
Faux-semblants;1988;12;116;['Drama', 'Horror', 'Thriller'];7.2;86;Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.;['David Cronenberg'];['Jeremy Irons', 'Geneviève Bujold', 'Heidi von Palleske', 'Barbara Gordon']
Generation perdue;1987;Tous publics;97;['Comedy', 'Horror'];7.2;63;After moving to a new town, two brothers discover that the area is a haven for vampires.;['Joel Schumacher'];['Jason Patric', 'Corey Haim', 'Dianne Wiest', 'Barnard Hughes']
Le Cauchemar de Dracula;1958;16;82;['Drama', 'Horror'];7.2;67;Jonathan Harker rouses the ire of Count Dracula after he accepts a job at the vampire's castle under false pretenses. Harker's friend, Dr. Van Helsing, then embarks on a hunt for the predatory villain when he targets Harker's loved ones.;['Terence Fisher'];['Peter Cushing', 'Christopher Lee', 'Michael Gough', 'Melissa Stribling']
Bone Tomahawk;2015;16;132;['Drama', 'Horror', 'Western'];7.1;72;In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.;['S. Craig Zahler'];['Kurt Russell', 'Patrick Wilson', 'Matthew Fox', 'Richard Jenkins']
Fantomes contre fantomes;1996;12;110;['Comedy', 'Fantasy', 'Horror'];7.1;52;After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.;['Peter Jackson'];['Michael J. Fox', 'Trini Alvarado', 'Peter Dobson', 'John Astin']
Dellamorte dellamore;1994;12;105;['Comedy', 'Horror'];7.1;0;A cemetery man must kill the dead a second time when they become zombies.;['Michele Soavi'];['Rupert Everett', 'François Hadji-Lazaro', 'Anna Falchi', 'Mickey Knox']
Tremors;1990;Tous publics;96;['Comedy', 'Horror'];7.1;65;Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.;['Ron Underwood'];['Kevin Bacon', 'Fred Ward', 'Finn Carter', 'Michael Gross']
Theatre de sang;1973;12;104;['Comedy', 'Drama', 'Horror'];7.1;0;A Shakespearean actor takes poetic revenge on the critics who denied him recognition.;['Douglas Hickox'];['Vincent Price', 'Diana Rigg', 'Ian Hendry', 'Harry Andrews']
L'Abominable Docteur Phibes;1971;13;94;['Comedy', 'Horror'];7.1;0;Doctor, scientist, organist, and biblical scholar Anton Phibes seeks revenge on the nine doctors he considers responsible for the death of his wife.;['Robert Fuest'];['Vincent Price', 'Joseph Cotten', 'Virginia North', 'Terry-Thomas']
Le Bal des vampires;1967;13;108;['Comedy', 'Horror'];7.1;56;A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.;['Roman Polanski'];['Jack MacGowran', 'Roman Polanski', 'Alfie Bass', 'Jessie Robins']
Le Masque du demon;1960;13;87;['Horror'];7.1;0;A vengeful witch and her fiendish servant return from the grave and begin a bloody campaign to possess the body of the witch's beautiful look-alike descendant.;['Mario Bava'];['Barbara Steele', 'John Richardson', 'Andrea Checchi', 'Ivo Garrani']
La Chasse du comte Zaroff;1932;Tous publics;63;['Action', 'Adventure', 'Horror'];7.1;0;A psychotic big game hunter deliberately strands a luxury yacht on a remote island, where he begins to hunt its passengers for sport.;[' Irving Pichel', 'Ernest B. Schoedsack'];['Joel McCrea', 'Fay Wray', 'Leslie Banks', 'Robert Armstrong']
Martyrs;2008;18;99;['Horror'];7.0;0;A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.;['Pascal Laugier'];['Morjana Alaoui', 'Mylène Jampanoï', 'Catherine Bégin', 'Robert Toupin']
Hotel Transylvanie;2012;Tous publics;91;['Animation', 'Adventure', 'Comedy'];7.0;47;Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.;['Genndy Tartakovsky'];['Adam Sandler', 'Kevin James', 'Andy Samberg', 'Selena Gomez']
Vampire, vous avez dit vampire ?;1985;12;106;['Fantasy', 'Horror'];7.0;62;A teenager discovers that the newcomer in his neighborhood is a vampire, so he turns to an actor in a television horror show for help dealing with the undead.;['Tom Holland'];['Chris Sarandon', 'William Ragsdale', 'Amanda Bearse', 'Roddy McDowall']
Martin;1976;16;95;['Drama', 'Horror'];7.0;68;A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.;['George A. Romero'];['John Amplas', 'Lincoln Maazel', 'Christine Forrest', 'Elyane Nadeau']
L'Homme au masque de cire;1953;16;88;['Horror'];7.0;0;An associate burns down a wax museum with the owner inside, but he survives only to become vengeful and murderous.;['André De Toth'];['Vincent Price', 'Frank Lovejoy', 'Phyllis Kirk', 'Carolyn Jones']
La Momie;1932;Tous publics;73;['Fantasy', 'Horror'];7.0;0;An Egyptian mummy searches Cairo for the girl he thinks is his long-lost princess.;['Karl Freund'];['Boris Karloff', 'Zita Johann', 'David Manners', 'Arthur Byron']
Smile;2022;12;115;['Horror'];6.9;68;After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. Rose must confront her troubling past in order to survive and escape her horrifying new reality.;['Parker Finn'];['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner', 'Robin Weigert']
L'ombre du vampire;2000;Tous publics;92;['Drama', 'Horror'];6.9;71;The filming of Nosferatu le vampire (1922) is hampered by the fact that its star Max Schreck is taking the role of a vampire far more seriously than seems humanly possible.;['E. Elias Merhige'];['John Malkovich', 'Willem Dafoe', 'Udo Kier', 'Cary Elwes']
Vorace;1999;12;101;['Adventure', 'Horror', 'Western'];6.9;46;In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.;['Antonia Bird'];['Guy Pearce', 'Robert Carlyle', 'David Arquette', 'Jeremy Davies']
Hocus Pocus: Les trois sorcieres;1993;Tous publics;96;['Comedy', 'Family', 'Fantasy'];6.9;43;A teenage boy named Max and his little sister move to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.;['Kenny Ortega'];['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz']
Aux frontieres de l'aube;1987;12;94;['Horror'];6.9;76;A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.;['Kathryn Bigelow'];['Adrian Pasdar', 'Jenny Wright', 'Lance Henriksen', 'Bill Paxton']
The Monster Squad;1987;13;79;['Action', 'Comedy', 'Fantasy'];6.9;61;A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.;['Fred Dekker'];['Andre Gower', 'Robby Kiger', 'Stephen Macht', 'Duncan Regehr']
Le masque de la mort rouge;1964;13;89;['Drama', 'Horror'];6.9;77;"A European prince terrorizes the local peasantry while using his castle as a refuge against the ""Red Death"" plague that stalks the land.";['Roger Corman'];['Vincent Price', 'Hazel Court', 'Jane Asher', 'David Weston']
La chute de la maison Usher;1960;Pas disponible;79;['Drama', 'Horror'];6.9;75;Upon entering his fiancée's family mansion, a man discovers a savage family curse and fears that his future brother-in-law has entombed his bride-to-be prematurely.;['Roger Corman'];['Vincent Price', 'Mark Damon', 'Myrna Fahey', 'Harry Ellerbe']
Le crapaud et le maitre d'ecole;1949;Tous Public;68;['Animation', 'Comedy', 'Family'];6.9;74;"An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow"".";[' James Algar', 'Clyde Geronimi', 'Jack Kinney'];['Bing Crosby', 'Basil Rathbone', 'Eric Blore', 'John McLeish']
The House That Jack Built;2018;16;152;['Crime', 'Drama', 'Horror'];6.8;42;The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman.;['Lars von Trier'];['Matt Dillon', 'Bruno Ganz', 'Uma Thurman', 'Siobhan Fallon Hogan']
Dead Snow: Red vs. Dead;2014;12;100;['Action', 'Comedy', 'Fantasy'];6.8;59;Still on the run from a group of Nazi zombies, a man seeks the aid of a group of American zombie enthusiasts, and discovers new techniques for fighting the zombies.;['Tommy Wirkola'];['Geir Vegar Hoel', 'Ørjan Gamst', 'Martin Starr', 'Jocelyn DeBoer']
Taxidermie;2006;16;91;['Comedy', 'Drama', 'Horror'];6.8;83;Three generations of men, including a pervert that constantly seeks for new kinds of satisfaction, an obese speed eater and a passionate embalmer.;['György Pálfi'];['Csaba Czene', 'Gergely Trócsányi', 'Marc Bischoff', 'Gina Moreno']
La nuit des morts-vivants;1990;12;92;['Horror'];6.8;54;When the unburied dead return to life and seek human victims, seven refugees seek shelter in a house in the Pennsylvanian countryside, but the group is at odds as to how they should deal with the situation.;['Tom Savini'];['Tony Todd', 'Patricia Tallman', 'Tom Towles', 'McKee Anderson']
Creepshow;1982;12;120;['Comedy', 'Fantasy', 'Horror'];6.8;59;An anthology which tells five terrifying tales inspired by the E.C. horror comic books of the 1950s.;['George A. Romero'];['Hal Holbrook', 'Leslie Nielsen', 'Adrienne Barbeau', 'E.G. Marshall']
Magic;1978;12;107;['Drama', 'Horror'];6.8;49;A ventriloquist is at the mercy of his vicious dummy while he tries to renew a romance with his high school sweetheart.;['Richard Attenborough'];['Anthony Hopkins', 'Ann-Margret', 'Burgess Meredith', 'Ed Lauter']
Retour a Zombieland;2019;Tous publics avec avertissement;99;['Action', 'Comedy', 'Horror'];6.7;55;Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.;['Ruben Fleischer'];['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone', 'Abigail Breslin']
Trick 'r Treat;2007;18;82;['Comedy', 'Horror'];6.7;0;"Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater.";['Michael Dougherty'];['Anna Paquin', 'Brian Cox', 'Dylan Baker', 'Rochelle Aytes']
Derriere le masque;2006;R;92;['Comedy', 'Horror', 'Thriller'];6.7;66;The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.;['Scott Glosserman'];['Nathan Baesel', 'Angela Goethals', 'Zelda Rubinstein', 'Robert Englund']
The Devil's Rejects;2005;16;107;['Crime', 'Horror', 'Western'];6.7;53;The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.;['Rob Zombie'];['Sid Haig', 'Sheri Moon Zombie', 'Bill Moseley', 'William Forsythe']
Max et les Maximonstres;2009;Tous publics;101;['Adventure', 'Drama', 'Family'];6.7;71;Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.;['Spike Jonze'];['Max Records', 'Catherine OHara', 'Forest Whitaker', 'Pepita Emmerichs']
Haute tension;2003;16;91;['Horror'];6.7;42;Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.;['Alexandre Aja'];['Cécile de France', 'Maïwenn', 'Philippe Nahon', 'Franck Khalfoun']
Prince des tenebres;1987;12;102;['Horror'];6.7;50;A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open the container, they inadvertently unleash a strange liquid and an evil force on all humanity.;['John Carpenter'];['Donald Pleasence', 'Lisa Blount', 'Jameson Parker', 'Victor Wong']
L'emprise;1982;12;125;['Drama', 'Horror'];6.7;35;A woman is tormented and sexually molested by an invisible demon.;['Sidney J. Furie'];['Barbara Hershey', 'Ron Silver', 'David Labiosa', 'George Coe']
La Maison des damnes;1973;13;95;['Horror'];6.7;56;A physicist, his wife and two mediums are hired to investigate the Belasco House, where 27 guests had inexplicably died in 1927, along with most of a team of paranormal investigators that was sent in the early 1950s.;['John Hough'];['Roddy McDowall', 'Gayle Hunnicutt', 'Pamela Franklin', 'Clive Revill']
Le grand inquisiteur;1968;16;86;['Drama', 'Horror'];6.7;0;A young soldier seeks to put an end to the evils caused by a vicious witch-hunter when the latter terrorizes his fiancée and kills her uncle.;['Michael Reeves'];['Vincent Price', 'Ian Ogilvy', 'Rupert Davies', 'Hilary Heath']
Dracula - Prince des tenebres;1966;Tous publics;90;['Horror'];6.7;0;Dracula is resurrected, preying on four unsuspecting visitors to his castle.;['Terence Fisher'];['Christopher Lee', 'Barbara Shelley', 'Andrew Keir', 'Francis Matthews']
Hotel Transylvanie 2;2015;Tous publics;89;['Animation', 'Adventure', 'Comedy'];6.6;44;Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.;['Genndy Tartakovsky'];['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James']
