name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
Take Shelter;2011;Tous publics avec avertissement;121;['Drama', 'Sci-Fi', 'Thriller'];7.3;85;Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.;['Jeff Nichols'];['Michael Shannon', 'Jessica Chastain', 'Shea Whigham', 'Tova Stewart']
Fast & Furious 5;2011;Tous Public;130;['Action', 'Crime', 'Thriller'];7.3;66;Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.;['Justin Lin'];['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']
L'Irlandais;2011;Tous publics;96;['Comedy', 'Crime', 'Thriller'];7.3;78;An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.;['John Michael McDonagh'];['Brendan Gleeson', 'Don Cheadle', 'Mark Strong', 'Ronan Collins']
Les trois prochains jours;2010;Tous publics;133;['Action', 'Crime', 'Drama'];7.3;52;A married couple's life is turned upside down when the wife is accused of a murder.;['Paul Haggis'];['Russell Crowe', 'Elizabeth Banks', 'Liam Neeson', 'Michael Buie']
La defense Lincoln;2011;Tous publics;118;['Crime', 'Drama', 'Mystery'];7.3;63;A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.;['Brad Furman'];['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy']
Ghajini;2008;Pas disponible;186;['Action', 'Drama', 'Mystery'];7.3;0;A short-term memory loss patient sets out on his journey to avenge the death of his beloved girl.;['A.R. Murugadoss'];['Aamir Khan', 'Asin Thottumkal', 'Jiah Khan', 'Aamir Naik']
Megamind;2010;Tous Public;95;['Animation', 'Action', 'Comedy'];7.3;63;Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.;['Tom McGrath'];['Will Ferrell', 'Jonah Hill', 'Brad Pitt', 'Tina Fey']
Mr. Brooks;2007;12;120;['Crime', 'Drama', 'Thriller'];7.3;45;A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.;['Bruce A. Evans'];['Kevin Costner', 'Demi Moore', 'William Hurt', 'Dane Cook']
La bande a Baader;2008;Tous publics;150;['Action', 'Biography', 'Crime'];7.3;76;A look at Germany's terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings, and assassinations in the late 1960s and '70s.;['Uli Edel'];['Martina Gedeck', 'Moritz Bleibtreu', 'Johanna Wokalek', 'Bruno Ganz']
Alita: Battle Angel;2019;Tous publics avec avertissement;122;['Action', 'Adventure', 'Sci-Fi'];7.3;53;A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.;['Robert Rodriguez'];['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali']
Sweeney Todd, le diabolique barbier de Fleet Street;2007;12 avec avertissement;116;['Drama', 'Horror', 'Musical'];7.3;83;The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett.;['Tim Burton'];['Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman', 'Timothy Spall']
La Peur au ventre;2006;12 avec avertissement;122;['Action', 'Crime', 'Drama'];7.3;41;A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands.;['Wayne Kramer'];['Paul Walker', 'Cameron Bright', 'Chazz Palminteri', 'Vera Farmiga']
Trade - Les trafiquants de l'ombre;2007;R;120;['Crime', 'Drama', 'Thriller'];7.3;42;Adriana, 13, is kidnapped in Mexico City by Russian sex traffickers. Her criminal 17 y.o. brother starts looking for her. Across the border in Texas, he gets help from a cop.;['Marco Kreuzpaintner'];['Kevin Kline', 'Kathleen Gati', 'Paulina Gaitan', 'Cesar Ramos']
Layer Cake;2004;12;105;['Action', 'Crime', 'Drama'];7.3;73;A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.;['Matthew Vaughn'];['Daniel Craig', 'Sienna Miller', 'Michael Gambon', 'Tom Hardy']
Infernal Affairs II;2003;12;119;['Action', 'Crime', 'Drama'];7.3;0;In this prequel to Mou gaan dou (2002), Chan Wing Yan has just become an undercover cop in the triads while Lau Kin Ming joins the police force. Both the triads and the police find an enemy in a rival crime boss.;[' Andrew Lau', 'Alan Mak'];['Edison Chen', 'Shawn Yue', 'Anthony Chau-Sang Wong', 'Francis Ng']
Monster;2003;12;109;['Biography', 'Crime', 'Drama'];7.3;74;Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.;['Patty Jenkins'];['Charlize Theron', 'Christina Ricci', 'Bruce Dern', 'Lee Tergesen']
Les associes;2003;Tous Public;116;['Comedy', 'Crime', 'Drama'];7.3;61;A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.;['Ridley Scott'];['Nicolas Cage', 'Alison Lohman', 'Sam Rockwell', 'Bruce Altman']
Identity;2003;12;90;['Mystery', 'Thriller'];7.3;64;Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.;['James Mangold'];['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes']
Dirty Pretty Things : Loin de chez eux;2002;Tous publics avec avertissement;97;['Crime', 'Drama', 'Thriller'];7.3;78;Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder setting off a series of events that could lead to disaster or freedom.;['Stephen Frears'];['Chiwetel Ejiofor', 'Audrey Tautou', 'Sophie Okonedo', 'Kriss Dosanjh']
7h58 ce samedi-la;2007;Tous publics;117;['Crime', 'Drama', 'Thriller'];7.3;85;When two brothers organize the robbery of their parents' jewelry store the job goes horribly wrong, triggering a series of events that sends them, their father and one brother's wife barreling towards a shattering climax.;['Sidney Lumet'];['Philip Seymour Hoffman', 'Ethan Hawke', 'Albert Finney', 'Marisa Tomei']
Irreversible;2002;16;97;['Crime', 'Drama', 'Mystery'];7.3;51;Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.;['Gaspar Noé'];['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel', 'Philippe Nahon']
Punch-drunk love - Ivre d'amour;2002;Tous publics;95;['Comedy', 'Drama', 'Romance'];7.3;78;Socially frustrated Barry Egan calls a phone-sex line to curb his loneliness. Little does he know it will land him in deep trouble and will jeopardize his burgeoning romance with the mysterious Lena.;['Paul Thomas Anderson'];['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Jason Andrews']
Equilibrium;2002;Tous publics;107;['Action', 'Drama', 'Sci-Fi'];7.3;33;In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.;['Kurt Wimmer'];['Christian Bale', 'Sean Bean', 'Emily Watson', 'Taye Diggs']
Incassable;2000;12;106;['Drama', 'Mystery', 'Sci-Fi'];7.3;62;A man learns something extraordinary about himself after a devastating accident.;['M. Night Shyamalan'];['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark']
Sexy Beast;2000;Tous publics;89;['Crime', 'Drama', 'Thriller'];7.3;79;"Brutal gangster Don Logan recruits ""retired"" safecracker Gal for one last job, but it goes badly for both of them.";['Jonathan Glazer'];['Ray Winstone', 'Ben Kingsley', 'Ian McShane', 'Amanda Redman']
Treize jours;2000;Tous publics;145;['Drama', 'History', 'Thriller'];7.3;67;In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis.;['Roger Donaldson'];['Kevin Costner', 'Bruce Greenwood', 'Shawn Driscoll', 'Drake Cook']
The War Zone;1999;16;98;['Drama', 'Thriller'];7.3;68;An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret.;['Tim Roth'];['Ray Winstone', 'Annabelle Apsion', 'Kate Ashfield', 'Lara Belmont']
Pi;1998;Tous publics;84;['Drama', 'Horror', 'Mystery'];7.3;72;A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.;['Darren Aronofsky'];['Sean Gullette', 'Mark Margolis', 'Ben Shenkman', 'Pamela Hart']
Negociateur;1998;Tous publics;140;['Action', 'Crime', 'Drama'];7.3;62;In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.;['F. Gary Gray'];['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin']
Ennemi d'Etat;1998;Tous publics;132;['Action', 'Thriller'];7.3;67;A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.;['Tony Scott'];['Will Smith', 'Gene Hackman', 'Jon Voight', 'Lisa Bonet']
Starship Troopers;1997;12;129;['Action', 'Adventure', 'Sci-Fi'];7.3;51;Humans in a fascist, militaristic future wage war with giant alien bugs.;['Paul Verhoeven'];['Casper Van Dien', 'Denise Richards', 'Dina Meyer', 'Jake Busey']
Tueurs a gages;1997;Tous publics;107;['Action', 'Comedy', 'Crime'];7.3;76;Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.;['George Armitage'];['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack']
Volte/face;1997;12;138;['Action', 'Crime', 'Sci-Fi'];7.3;82;To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.;['John Woo'];['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola']
Pusher;1996;16;110;['Crime', 'Thriller'];7.3;72;A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.;['Nicolas Winding Refn'];['Kim Bodnia', 'Zlatko Buric', 'Laura Drasbæk', 'Slavko Labovic']
Bound;1996;12;109;['Crime', 'Thriller'];7.3;61;Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.;[' Lana Wachowski', 'Lilly Wachowski'];['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano', 'John P. Ryan']
Meurtre a Alcatraz;1995;12;122;['Drama', 'Thriller'];7.3;0;An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.;['Marc Rocco'];['Christian Slater', 'Kevin Bacon', 'Gary Oldman', 'Embeth Davidtz']
USS Alabama;1995;Tous publics;116;['Action', 'Drama', 'Thriller'];7.3;66;On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.;['Tony Scott'];['Gene Hackman', 'Denzel Washington', 'Matt Craven', 'George Dzundza']
True Lies - Le cameleon;1994;Tous publics;141;['Action', 'Comedy', 'Thriller'];7.3;63;A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.;['James Cameron'];['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton']
Speed;1994;Tous publics;116;['Action', 'Adventure', 'Thriller'];7.3;78;A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.;['Jan de Bont'];['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton']
Petits meurtres entre amis;1994;12;89;['Crime', 'Thriller'];7.3;67;Three friends discover their new flatmate dead but loaded with cash.;['Danny Boyle'];['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor', 'Ken Stott']
Creatures celestes;1994;12;99;['Biography', 'Crime', 'Drama'];7.3;86;"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.";['Peter Jackson'];['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse', 'Diana Kent']
La jeune fille et la mort;1994;Tous publics avec avertissement;103;['Drama', 'Mystery', 'Thriller'];7.3;72;A political activist is convinced that her guest is a man who once tortured her for the government.;['Roman Polanski'];['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson', 'Krystia Mova']
Les Nerfs a vif;1991;12 avec avertissement;128;['Crime', 'Thriller'];7.3;73;A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.;['Martin Scorsese'];['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis']
Nikita;1990;Tous publics avec avertissement;117;['Action', 'Thriller'];7.3;56;"Convicted felon, Nikita, isn't going to jail; she's given a new identity and trained, stylishly, as a top secret spy/assassin.";['Luc Besson'];['Anne Parillaud', 'Marc Duret', 'Patrick Fontana', 'Alain Lathière']
Police federale, Los Angeles;1985;Tous publics;116;['Action', 'Crime', 'Drama'];7.3;81;A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.;['William Friedkin'];['William Petersen', 'Willem Dafoe', 'Jane Leeves', 'Cherise Bates']
L'appat;1953;Tous publics;91;['Drama', 'Thriller', 'Western'];7.3;0;A bounty hunter trying to bring a murderer to justice is forced to accept the help of two less-than-trustworthy strangers.;['Anthony Mann'];['James Stewart', 'Janet Leigh', 'Robert Ryan', 'Ralph Meeker']
Raccrochez, c'est une erreur !;1948;Tous publics;89;['Drama', 'Film-Noir', 'Mystery'];7.3;0;While on the telephone, an invalid woman overhears what she thinks is a murder plot and attempts to prevent it.;['Anatole Litvak'];['Barbara Stanwyck', 'Burt Lancaster', 'Ann Richards', 'Wendell Corey']
Le criminel;1946;Tous Public;95;['Crime', 'Drama', 'Film-Noir'];7.3;76;An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.;['Orson Welles'];['Orson Welles', 'Edward G. Robinson', 'Loretta Young', 'Philip Merivale']
Deux mains, la nuit;1946;12;83;['Drama', 'Horror', 'Mystery'];7.3;0;"In 1916, a shadowy serial killer is targeting women with ""afflictions""; one night during a thunderstorm, the mute Helen feels menaced.";['Robert Siodmak'];['Dorothy McGuire', 'George Brent', 'Ethel Barrymore', 'Kent Smith']
Soupcons;1941;Tous publics;99;['Film-Noir', 'Mystery', 'Thriller'];7.3;83;A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.;['Alfred Hitchcock'];['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce']
Sans un bruit 2;2020;12;97;['Drama', 'Horror', 'Sci-Fi'];7.2;71;Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.;['John Krasinski'];['Emily Blunt', 'Millicent Simmonds', 'Cillian Murphy', 'John Krasinski']
